Gene,DOID:1240,DOID:6432,Citalopram,Hypochlorous acid,Azacitidine,Imatinib,Apratoxin a,Hydroxyzine,Diclofenac,Curcumin,Cetuximab,Adenosine triphosphate,Lmp-420,Paclitaxel,Alfacalcidol,Epz004777,Ethanol,Mln4924,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",Sangivamycin (nsc 65346),Arc (nsc 188491),Trastuzumab,Pertuzumab,Tamoxifen,Casiigly,Phenol,Rosiglitazone,Imatinib (glivec),Fluticasone,Letrozole,Interferon gamma-1b,Mercury,Nitric oxide,Bicalutamide,Gamma-tocotrienol,Nvp-tnks656,Aplidin,Nicotine,Trovafloxacin,Levofloxacin,Grepafloxacin,Clinafloxacin,Cocaine,Formoterol,Neocarzinostatin,Sb 216763,Mk-886,Pbde 85,Methylphenidate,Antimony,Chromium,Temozolomide,Folic acid,Cholestyramine,Oprelvekin,Carboplatin,Carboplatin (30 h),Carboplatin (36 h),Methotrexate,Cycloheximide,Etanercept,Lapatinib,Deferasirox,Vanadium pentoxide,Bexarotene,Insulin,Vemurafenib,Cadmium,Zinc acetate,Bpde,Chlorpyrifos,Cyfluthrin,Dasatinib,Azathioprine,Pioglitazone,Arachidonic acid,Motexafin gadolinium,"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)",4-hydroxynonenal,Nvp-tnks656 (tankyrase inhibitor),Gatifloxacin,"Puromycin, ec50, 5 d","2,3,7,8-tetrachlorodibenzo-p-dioxin","Puromycin, ec50, 1 d","Puromycin, ec50, 3 d",Hydrocortisone,Sapphyrin pci-2050 (1.25 &icirc;&frac14;m),Sapphyrin pci-2050 (2.5 &icirc;&frac14;m),"1,25 dihydroxyvitamin d","1,2,4-benzenetriol",Testosterone,Ubiquinol,Y15,4-hydroxytamoxifen,Metoprolol,Decitabine,Sorafenib,Torcetrapib,Nickel,Rituximab,Pimecrolimus,Nilotinib,Actinomycin d,Cigarette smoke,Nsc319726,Foretinib,Hodgkin lymphoma,DOID:3498,Harman,Plx4032,Isotretinoin,Metformin,Dexamethasone,Vx,Sirolimus,Fenretinide,Carboplatin (24 h),DOID:2154,DOID:2394,Tretinoin,Cisplatin,Ribavirin,Argyrin a,Calcitriol,Pd173074,Cediranib,Ciprofloxacin,Interferon beta-1b,Sevoflurane,Interferon beta-1a,Tibolone,DOID:0050589,DOID:971,Gefitinib,Cytarabine,Motexafin gadolinium (4 h),Luteolin,Telapristone acetate,Mycophenolic acid,"2,3-dimethoxy-1,4-naphtoquinone (dmnq)",Thapsigargin,Bortezomib,DOID:0050742,"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)",Mesalazine,Laminin,Bisphenol a,"Puromycin, 2xec50, 1d",Arsenic,Laccaic acid,Resveratrol,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),DOID:5082,Plx4720,Estradiol,Phorbol 12-myristate 13-acetate (pma),Chlorambucil,Sulforaphane,Promegestone,Mek inhibitor (meki : azd6244),Aminolevulinic acid,Atorvastatin,Anastrozole,DOID:3910,Abiraterone,Lipopolysaccharide,Celecoxib,"3,3',4,4'-tetrachlorobiphenyl",DOID:381,Doxycycline,Natural alpha interferon,Quercetin,"Puromycin, 2xec50, 3 d",Androstanolone,Heregulin,Lysophosphatidic acid,Propofol,R1881,Fgfr-specific pd173074 inhibitor,DOID:7147,DOID:9008,DOID:5409,Bleomycin,DOID:4556,DOID:419,DOID:13949,Fluorouracil,Colchicine,DOID:9256,DOID:4450,Doxorubicin
RPL26,,,0.1036,,,,,,0.0796,0.012,,0.0099,0.02,0.0597,,,,0.0373,0.0327,0.0371,0.0265,,0.0171,,0.0356,,0.0321,0.0955,,,,,0.0156,0.0986,,0.026,0.033,,0.0325,0.0736,0.0297,0.0472,,,,,,,0.0191,,,0.0141,,,,,,,,,0.0604,,,,,,,,0.0424,,,,0.0151,0.0499,0.0894,,,,0.0336,0.034,,,,,,0.0338,0.0213,,0.0168,,,0.0454,0.0419,0.014,0.0172,,,,,,0.0365,,0.0208,,,0.0411,0.0223,,,,,,,,,0.0241,,,,,,,0.033,,,,0.0223,0.0145,,,,,,,,,,,,,,,-0.09081409871578217,,,0.0135,,0.0213,,0.0638,0.0165,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBC,,,0.0367,,0.0233,0.0527,0.335,,,0.0924,,0.0689,0.107,0.0566,,,0.085,,0.0315,,0.0671,,,0.038,0.1783,,0.0994,0.0777,0.0381,0.0245,0.0696,,0.0658,0.0752,0.0692,0.0303,0.0551,,0.0817,0.0292,0.0963,0.0823,,0.0407,,,0.0657,,0.0484,,,,0.0732,,0.0265,0.0179,0.0157,,,0.013,0.0535,,0.0587,,0.0192,,,0.0652,0.0478,,0.0655,0.0752,0.0237,0.0167,,,0.2168,,0.0395,,,,,,,,,,0.0681,0.0168,0.045,,,,,,,0.1163,0.0581,,0.0169,,,,0.0329,,0.0149,,0.0978,0.0285,,,0.0416,,0.1146,0.1564,0.0369,,,,0.0719,0.0381,0.0425,,0.018,,,,0.0377,0.0128,0.0168,,,,0.0254,,0.0495,,0.028,0.1443,0.0133,0.0685,-0.07963486015796661,,,,,,,,,0.0371,,,0.0135,0.0334,,0.1163,0.0124,0.019,,,,,0.0173,,,,,,,0.0337,,,,,0.0453,0.0322,,,,,,,,,,,,,
RPS4X,,,0.0157,,0.046,0.02,0.028,0.0204,0.07,,,0.0104,0.0267,,,0.0815,0.0178,0.0423,0.0597,0.0476,,,,0.0237,0.0756,,0.0487,0.0807,0.069,,,0.1001,0.1431,0.094,0.0151,0.0283,0.0497,,0.0488,0.0465,0.0425,0.0486,0.0132,0.0424,,0.0488,0.0916,,0.0878,0.0308,0.0961,,0.0917,,,,,,0.0445,,0.0397,,0.0521,,,,0.0295,0.0655,,,0.0566,0.0811,,,0.0734,,,0.0159,0.0366,0.0212,,,,,,0.0365,,,0.0145,,,,,,,,0.0251,,,,,0.0143,,,,0.0254,,,0.0649,,0.0331,0.0416,,0.0177,,0.0216,,,,0.0386,,,,,,,0.0159,,,,,,,,,,,,,,0.0167,,-0.0659288540482521,0.0405,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4orf46,,,0.027,,0.0401,0.0348,,,0.0475,,,,,,,,,,,0.0167,0.0255,,,,,,0.0181,0.0307,0.0264,0.0273,,,0.032,0.0446,0.0162,,0.0157,,0.0125,,0.0054,,,0.0581,,,,0.0293,0.0203,,,,,,0.0267,,,,0.0303,,0.0266,,,,,,,0.038,0.0188,,0.0329,0.0159,,0.0214,0.0352,0.0228,,0.0388,0.0276,,,,,,,0.0132,,,0.0176,,,0.024,,0.0296,,0.0294,,,,,,,,,0.0191,,,,,,,,,,0.0176,,,,,,,,,,,,,,,,,,-0.0685480386018753,,,,,,,,,,,,,,,,,,,,,0.0212,,,,,,,,0.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSR4,,,0.0232,,,,0.0185,0.0215,0.014,0.04,0.0186,,,,0.0158,,0.023,,,,,0.0208,,,0.0398,0.0164,,,,,,,0.0062,0.0217,0.0344,0.0227,,,0.0087,,0.0078,,,0.027,,,,,,0.0044,,0.0408,,,,,,,,,,,,0.0242,,,,,,0.0326,,,,0.0187,,,,,,,,,0.0151,,,0.0209,,,0.0221,,,0.0102,0.023,,,,,,0.0292,,,,,,,,,-0.08101257681846619,,,,,,,,,,,,,,,0.0421,,,0.0221,,,,,0.0292,,,,0.0283,0.016,0.0136,,,,,,,,,0.0115,,,,,,,,,,,0.0371,,,,,0.0134,,,,,,0.0168,,,,,,,,,,0.0339,,,,,,,,,,,,,
PRDX4,,,0.0144,,0.0399,,,,0.0175,,,,,0.0168,,,,,,0.0192,,,,,0.0444,,0.0145,,,,,,,,0.0198,,,,0.0163,,0.0095,,,0.0184,,,,,,,,0.054,,,,,,,,,,0.0627,,0.0301,0.0377,,0.0196,,0.0411,0.0465,,,,,,,,,0.0149,,,,,,,,,,,,,,,0.0342,,,,,,,,,,,,,,-0.06155043840408325,,,,,0.0062,,,,0.0232,,,,,,,,,,,,,,,,,,,0.0052,0.0156,,,,,,,,0.0255,,,,,,,,,,,,,,0.0113,,,,,,,,,,,,,,,,,,,0.0485,,,,,,,,,,,,,
EEF1B2,,,0.0267,,0.0267,,0.024,,0.0744,0.0626,,,0.0272,0.0459,0.0234,,,,0.0506,,,,,,0.043,,0.0196,0.0506,,,,0.0774,0.0236,0.0266,,0.0486,0.0319,,0.0143,,0.0099,0.0131,,0.0353,,,0.0684,0.0211,0.0588,,0.0396,,,,,,0.0138,,0.0178,,,,0.0153,,,0.0406,,,0.0215,,0.0254,0.0232,,,,,0.0498,,0.0245,0.0153,,,,0.0175,,0.0504,0.0164,0.017,0.0106,,,,,0.0478,,,,0.0288,,,,,0.041,,0.0136,,,-0.058681294322013855,0.0173,,,,,0.0255,0.0346,0.0171,,,,,,,,,,,,,,,,,,,0.036,,,,,,0.0152,,,0.0279,0.0214,0.0115,0.0715,,0.0203,,,,,,,,0.0301,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21,,,0.0186,,,0.0184,0.0853,,0.0445,,,0.0207,,0.0134,,,,,0.0376,0.0529,0.0261,,0.0324,,0.051,,0.0537,0.0559,0.0222,,0.0182,0.0515,0.115,0.0823,0.0382,0.0473,0.0665,,0.0608,0.0249,0.0551,0.0541,,0.0348,,,0.0862,,0.0719,0.0107,0.0651,0.0305,0.0302,,,,,,,,0.0279,,0.0431,0.0175,,,,0.0752,,0.0277,0.0386,0.0415,,,0.0654,,,,0.0279,0.0506,0.0612,0.0369,,0.0748,0.0499,0.0343,0.0264,0.0103,0.0191,0.0325,0.0296,0.0475,0.0312,0.0332,,,,0.0506,,,,0.0181,0.0334,,0.032,,,-0.04048949107527733,0.0176,,,,,,0.0206,0.021,,,,,,,,,,,,,,,,,,,0.0515,,,,,,,,,0.0249,0.0131,,,0.019,,,,,,,,,0.0672,,,,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,
SELL,,,0.0344,,,,,,,,,,,,,,0.0362,,,,,,,,,,,0.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,0.0176,,,,,,,,,,,0.0232,,,,,,,,,,,0.0323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05044282600283623,,,,,,,,,,
DDIT4,,,0.0146,,,,0.0279,0.0098,,0.0163,,0.1466,0.0121,,0.0864,,,0.0733,,0.0349,0.1003,,,,0.0466,,,0.014,,,0.0236,,0.048,0.0103,0.0569,,,,,,,,0.0214,,,,0.0122,,,,,0.0404,,,,0.028,,,,,,,0.1358,,,,0.0599,0.0205,,,,,,0.01,,,0.0689,,,,,,0.0089,,,,,,0.233,,,,0.0518,,0.0884,,,,,0.0286,,,,,0.0395,,,,,,,,0.0215,,,,0.025,,,,,,0.1094,,,0.0482,,0.0276,,,,,,,,,,,,0.0563,0.0932,0.1076,,,,0.0344,,,,,,,,,,0.0447,,,0.0352,,0.0201,,,,,,,0.0291,-0.05687380209565163,,,,,,,,,,,,,,,,,,,,,,
EIF3CL,,,0.0211,0.0351,,,,,0.0412,,,,0.0184,,0.0358,,0.0153,,0.0174,,,,,0.0441,0.0157,,,,,0.0245,,0.0132,,,,,0.0208,,,,,,,,,,,,0.0211,0.0119,0.0142,,,,0.0308,0.0275,0.0153,0.029,,,,,,,,,,0.0153,,,,0.0145,,0.0192,,0.0241,,0.0136,,,,,0.0105,,,0.0243,,,0.0576,,,,,,,,,,0.0508,,,,0.0191,,,,,,0.0152,,,,,0.024,,,0.0306,,,,,,0.0191,,,,,,,,,,,,,,,,,,0.0247,,,,,,0.0183,,0.0117,,,,,,,,0.0238,,,,,,,,,,,,-0.05652057006955147,,,,,,,,,,,,,,,,,,,,,,
BNIP3,,,0.0296,,,,,,,,,0.0595,,,,,,,,,,0.0464,,,,,,,,,,,0.0094,0.0273,0.0297,,,,,,,,,,,,,,,,,0.0887,,,,,,,,,,,,,,,,,0.0321,,,,,,0.0158,,0.0657,,,,,,,,,,,,,,,,,0.0279,,,,,,,0.0107,,,,0.0866,,,,,,,,,,0.0194,,,,,,,,0.0212,,,0.0683,,,,,,,,,,,,,,,,0.0206,,,,,,,,,,,,,,,,,0.0153,,,,,,,,0.0127,0.0371,-0.04402424395084381,,,,,,,,,0.0123,,,,,,,,,,,,,
RPS4Y1,,,,0.0354,,,,,,,,,,,0.022,,0.0155,,0.0193,,,,,,,,0.0336,0.0697,0.0086,,,0.0485,,0.04,,,0.0206,0.1749,,,,,0.0144,0.03,,0.0193,,,,0.0134,0.0697,,,,0.1316,,,,,,,,,,,,,0.1122,,,,,,0.0539,,,,,,,,,,,,,0.0125,0.021,0.0285,,,,,,,,,,,,,,0.0401,0.0486,,,,,,,,,,,,,,-0.06711152195930481,,,,,,,,,,,,,,,-0.19414563477039337,,,,,,,,,,,0.0419,,,,,0.0123,,,,,,,,,,,,0.0309,,,,,,0.1958,0.0286,-0.38424235582351685,,,,,,,,,,,,,,,,,,,,,,
TMSB4XP8,,,,0.0843,,,,,0.0235,0.0185,,0.0437,,0.0436,,,,0.0139,,0.0466,0.0526,,,,0.0781,,,0.1573,,0.0486,0.0094,,0.0743,,0.0468,0.0277,0.016,,0.0588,0.0853,0.0504,0.0443,,,,,,,0.0743,,,,,,0.0395,,,,0.0679,0.0449,,,0.0286,,0.0356,,,0.0242,0.1208,0.0188,0.0884,0.0611,,,0.0401,0.0192,,0.0284,,0.0361,,,,,,,0.0406,0.0061,,,0.0165,0.0864,,,,,,0.0316,,,0.0273,,0.0306,0.0317,,,,,0.1617,,,,,,,0.0486,,-0.05478331074118614,,,,,,,,0.0561,,,,,0.023,,,,,0.0082,,,0.0679,,,,,,,0.0347,0.0493,,,,,,,0.0261,,0.0344,,,,0.0242,,,0.0738,,,,,,,,,0.0601,,,,,,,,,,,,,,,,,,,
ID1,,,,0.0296,,,,,,,,,,,,,,,,,,,,,,0.2293,0.0127,,0.006,,0.0563,0.0505,,,,,,,,,,,,0.0993,,,,,,0.0619,,0.0174,,,,,,,0.0253,0.0267,,,,,0.1029,0.0165,,,,,,,,0.0659,,,0.0262,,,,,,,,,,,,0.0142,,,,,,,,,0.0141,0.0294,,,,,,,,,,,,0.0165,,0.1039,,,,,-0.04770892113447189,,,,,,,,0.0157,,,,,,,,,,,,,,,,,,0.1259,0.0712,0.0204,0.0277,,0.0188,,,,,,,,,0.0145,,,,,,,,,0.0092,,,,,0.0262,,,,,,,,,,,,,,,,,,,
ATP1B1,,,,0.0337,,,,,,,0.0232,,,,,,,,0.045,,,,,,0.017,0.0401,,,0.0169,0.0335,,,,,,,,,,0.023,,,,0.0238,,,,,0.0288,,,,,,,,,,,0.0513,,,,,0.0375,0.1452,,,,,,,0.0322,,,,,,,0.0175,,,,,,,,,0.0099,,,,,,,,,0.0203,,,,,,,,0.0134,,,,0.0509,0.0235,,,0.0646,,,,-0.045048922300338745,,,0.0207,0.0281,,,,,,,0.0284,,,,,,,,,,,,0.0159,,,,0.0591,,0.0136,,,,,0.0343,,,,,,,0.0497,,,,0.0361,,0.0142,0.0341,,,,,,0.0275,,,,,0.011,,,,,,,,,,,,,,
DSP,,,,0.0609,,,0.0113,,,,,,,,,,,,0.0169,,,,,0.0189,0.0122,,,,0.0098,,,,,0.0173,0.0237,,,,0.0086,0.0178,,0.0246,,,,,0.0115,,,,,,,,,,,,,,,,,,,,,0.0398,,,,,,0.0216,,,,,,,,,,,,,,,,,,,,,,0.0355,,,,,,,,,,0.0211,,,,,,,,,,,,,,,,0.0291,0.0528,,,,0.042,,,,,,,,,0.0038,,,,,,,,,,,,,,,,,,0.0496,,,,,,,,,,,,,,0.0676,,,0.011,0.0395,,,0.0789,,,,0.0183,-0.059371743351221085,,,,,,,,,,,
GSTP1,,,,0.0637,0.0167,,0.0231,,0.0265,,0.0167,,0.013,0.0134,0.1091,,,,,,,0.0337,0.0532,,,,0.0092,,0.0732,,,,,,,0.0214,,,,,,,0.0307,,,,,,0.0213,,,,,,,,,,,,,,,,,,0.0299,,0.0717,0.0148,,0.026,,,,,0.0639,,0.015,,,,,,,,0.0091,,0.0805,,0.0106,,,,,,0.0214,,,,0.0345,,0.0163,,,,,,,0.0344,0.019,,,,,,,,,,,0.0323,,,0.0233,,,,,,,,,0.0233,0.0486,,,,0.0125,,,,,,,0.0167,,,,,,,-0.05847641080617905,,,,,,,0.0423,,,,,,,,,,,0.0144,,0.022,,0.051,,,,,,,,,,,,,,,,
RPL34,,,,0.0412,,0.0637,0.0241,,0.0697,,,,,0.0127,,0.0172,,0.0632,0.0966,0.057,0.0656,,,0.0309,0.0332,,,0.0197,0.037,0.0408,,,0.1589,0.0809,,0.0306,0.0424,,0.0553,0.0325,0.0596,0.0488,,0.025,,,0.0807,,0.0371,0.0137,,,,,,,,,0.0184,,0.0144,,0.0478,0.022,,,,0.0797,0.0468,0.0122,0.1265,0.1118,,0.0458,0.0322,,,0.1911,,0.0343,,,0.0907,0.0297,0.0759,0.0466,0.0259,0.0219,0.0194,0.1042,,0.1376,,,,0.0203,,,,,,,0.0168,0.0259,,,,,,,,,0.0074,,,,,,-0.08053197711706161,,,,,,,,,,,,,-0.07734724134206772,,,0.0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,
RPL41,,,,0.1161,0.0483,,0.1534,0.1186,0.0225,,,0.018,,0.1029,,0.0235,,,0.0782,0.07,0.048,,,,0.1157,,0.0571,0.0359,0.064,,0.0125,0.0711,0.2053,0.1588,,0.063,0.0637,,0.1214,0.0373,0.1135,0.1022,,,0.0697,,0.1052,,0.0939,,,,,,,0.0237,0.0321,0.0254,0.0184,,0.0353,,0.0294,,,0.0342,,,,0.0738,0.0756,0.063,,,0.1165,0.0268,,0.0654,0.0674,0.0522,,0.0332,,0.097,0.0667,0.0317,,,,,,0.1735,,,,0.0578,,,,,,0.0232,,,,,,,0.0213,,,,,0.0298,0.023,,,,,,,,,,,,,,,,,-0.05976293981075287,,0.0849,0.0645,,0.0521,,,,,,,,0.0201,,,,,0.0372,,,,,,,,,,,,,0.0674,,,,,,,,,0.017,,,,,,,,,,,,,-0.10117997974157333,,,,,,
HSPA1A,,,,0.0362,0.0386,,0.2294,0.0185,,0.0494,,,0.0122,,,,0.0255,0.1156,0.0211,,,0.0532,0.0664,,0.1895,,,0.0186,,,,,,,,,,,0.0083,0.0744,,0.0597,0.155,0.0648,,,,,0.0321,,,,,,0.0272,,,,,,0.0709,0.0151,,,,,,,,0.0151,,0.03,,0.0367,0.0232,,,,,0.0227,,,,0.0723,0.0371,,,,,0.0808,,0.0578,,0.0395,0.0251,,,,,,,0.0316,,0.0808,0.0213,,,,0.0512,0.0228,0.0146,,,,,0.1127,,,,,,,,,,,0.0593,,0.0532,0.0133,,,,,,0.0118,,0.0127,0.0186,0.0189,,0.3946,,,0.0423,,,0.127,,,0.0132,0.0201,,,,0.0118,0.0757,,,,0.0367,,0.0116,,,0.1513,,0.0311,,,0.0229,0.0242,0.0842,,,,0.0745,,,,,,,,,,,,-0.10266462713479996,,
FTH1P5,,,,0.0139,0.0513,,0.1701,,0.182,,,0.0566,0.0923,0.1386,0.1831,,,0.0677,0.0421,0.056,0.0447,,,,0.0913,,0.0761,0.0745,0.0096,0.0531,,,0.2011,0.0415,0.0341,0.023,,0.0212,0.0797,0.0338,0.0586,0.0669,,0.0207,,,0.1032,,,,,,,,0.0308,,0.0168,,0.0254,,0.0222,,0.0309,,0.0415,,,0.0483,0.0671,0.0745,0.0944,,,0.0221,0.0346,0.0559,,,0.0939,,,0.048,0.0933,0.0724,0.0407,,0.0241,,0.1766,0.0793,0.0516,0.0382,,,,,,0.018,,,,0.0492,,0.0163,,,,,0.0664,,,,,,,0.0261,,,,,,,0.0367,,,0.0186,,,,,0.038,,,,0.0572,,,,0.0605,0.0626,0.032,,,,,,,0.0729,,,,,,0.0426,,0.2617,,,,,,,0.0345,,,,,,,,,,0.0262,,,,,,,,,,,,,,,,-0.0896606519818306,,
ACTB,,,,0.0325,0.046,0.0215,0.1303,,0.0377,0.1105,,,,,,,0.0228,,0.0415,0.0495,0.072,,0.0615,,,0.0225,0.1206,,0.008,0.0371,,0.0294,,,,0.0709,0.0522,,0.0935,,0.1317,0.1153,,,,,,,0.09,0.0389,0.0253,0.028,0.0245,,0.1317,,,,,0.1181,0.0154,,0.0147,,,,,0.0323,0.0532,,,,,,,,0.0645,0.0189,0.0459,0.0462,,0.0376,,0.0596,0.0503,,0.033,0.0261,,0.047,,,,,,,0.0441,0.0317,0.041,,0.0391,,0.0212,,,0.0718,,,0.1151,0.0615,0.0283,,,,,,0.0291,,,,,,,,,0.0442,,0.0394,0.0105,,,,,,0.0895,,,0.038,0.0237,,,,-0.0774279236793518,0.0787,,0.0699,,,0.0356,,,0.0247,,0.0499,0.0905,,,0.0341,0.0448,0.0319,,,,,0.03,0.02,,,,,,0.028,,,,0.1062,0.0366,0.0695,,,,,,,,,,,-0.07904092222452164,,
ACTG1,,,,0.0454,0.0669,0.1268,0.0417,,,,,,,,0.0277,0.0271,0.1136,,0.0643,0.0876,0.05,0.1919,0.1665,,0.0566,,0.1381,0.0726,0.0622,,,0.0208,0.0372,0.0323,,0.0426,0.0582,,0.0283,,0.0455,0.0233,,,,0.0377,0.0384,,0.0625,0.0276,,0.0649,,,0.0359,,,,0.015,0.0808,0.1437,,0.0781,,,0.0523,,,0.0291,,0.0663,,0.034,,,,0.0234,,0.0403,0.0574,,,,,,0.0158,0.0186,0.0225,,,,,,,,0.0201,,0.064,,,,,,,0.0346,0.0142,0.0133,,0.1258,,0.0271,,,,,,0.0253,,,,,0.0592,0.0354,,,,,,,,,,,,0.0387,0.0346,,,,,,,,0.0562,0.0753,0.0188,,,,,,,,,,,,0.0231,,,,,,,,,,,,,0.0326,0.0422,,,,0.1105,0.0452,,,,,,,,-0.09232807159423828,,,,-0.07588200271129608,,
RPS3,,,,0.0166,0.0574,,0.04,0.1491,0.0695,0.0302,0.0432,,0.021,,0.0213,,,,0.0324,0.0261,0.0186,,0.0782,,0.0205,,0.1391,0.0284,0.0598,,0.0104,0.0405,0.1031,0.0662,,0.0338,0.044,,0.021,0.0163,0.0306,0.038,0.0251,0.0713,,0.073,0.1019,,,0.0463,,0.0678,,,,,0.0183,0.0288,,,0.0269,,0.0457,,,,0.0479,0.0642,,,0.0468,0.0886,0.0993,0.0141,,0.0398,,0.0479,0.0576,0.0204,,0.0355,0.0257,,,0.0565,0.0258,0.011,0.0214,,0.0134,,,0.0401,,,0.0578,0.0202,,,0.0147,,0.0363,0.0224,0.0314,,,,0.0202,0.0569,,0.0426,,,0.0933,,,,,0.0353,0.0176,,,0.0209,,,0.031,,,,,,,,0.0236,,,,,,,,,0.0273,,,,,,0.0189,0.0172,0.0463,,,,,,,,,,,,,,0.0132,,,,,,,0.0178,,0.0108,,,,,,,,,,-0.09294058382511139,,,,,,
LDHA,,,,0.0278,0.0474,,0.0763,0.0353,,,,0.257,0.0199,,,,0.0105,,0.0254,,,,,,0.0876,,0.0927,,,,0.0147,0.0509,0.1353,0.0697,,0.0496,0.0276,,0.049,,0.0385,0.0158,,0.1136,,,,,,,,0.0159,0.027,,,,,,,,,,0.0509,0.0656,,,,,,,0.0256,0.039,,0.0641,,,,,,0.0259,,,0.0279,,,,0.0108,0.012,,,,,,0.1486,,0.0289,,,0.0458,0.0138,0.0153,,,,0.1176,0.0327,,,,,,,0.0259,0.0677,,0.0293,,,,,,,,,,0.1093,,,0.0647,0.014,,,,,,0.012,,,,,,,-0.2252679318189621,0.0524,0.0126,0.0833,,,,,,,,,0.0668,,,,,,,,,,,,,,,,,,,,0.033,,0.0405,,,,,,,,,,,,,,
PTMA,,,,0.0151,,,,,,,,,0.0162,,,,0.0244,,,,,,,,,,,,,,0.0123,0.0105,0.0327,0.0412,,0.0425,,,,,,,,0.0326,,,0.0409,,,0.0051,,,,,,,,,,,,,,,0.0354,0.0193,,0.0261,,,,0.0352,,,,,,0.0284,,0.025,,0.0235,,0.0318,0.0278,0.0157,,,,,,,,,,,0.0117,0.0143,,,,,0.0147,,,,,,,,,,,,0.0642,,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,,-0.16512241959571838,0.0137,,,0.0148,,,,,,,,0.0149,,,,,,,,,,,,,,,,0.025,0.019,,,,,,,0.0235,,,,,,,,,,,,
SARS,,,,0.0149,,,0.0169,,,,,,,,,,,,,,,,,,,0.0126,,,,,,,,,0.0389,,,,,,,,,,,,,,,,0.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0178,,,,,,,,0.0141,,,,,,,,,,,,,,,,,,0.0117,0.0163,,,,,,,,,0.0345,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,-0.10026556253433228,,,,,,,,,
MT2A,,,,0.0152,0.0681,0.0522,,,,,0.0136,,0.0122,0.0561,,0.0928,0.0467,0.0463,0.1738,0.1049,0.0738,,0.0499,0.0381,0.1891,,,,,,0.114,0.3039,,,,0.1729,,,0.3254,0.2421,0.3122,0.3509,,0.0494,,0.0284,,,,0.3033,,,0.0208,,,,,,,0.0387,,,,0.0496,,,,0.0766,,,,,,0.0385,0.0449,0.1683,0.0705,,,0.2082,0.1947,,0.0145,,0.0185,0.2194,,,,,,0.0293,,0.0142,,,,0.0989,,,0.0235,,,,0.3233,,,-0.04381195083260536,,,,,0.0586,,,,,,,,,0.1087,,,,0.0569,0.2378,,0.0618,0.0354,,,,,0.0863,0.5327,0.0532,,,,,,,0.1894,,0.0144,,,0.1097,0.0417,,,,,,0.0773,,,0.0158,0.0495,,,,,0.0154,,,0.0502,,,0.0867,,,,0.2276,0.0224,0.0804,,0.063,,,,,,,,,,,,
SLC7A5,,,,0.0362,,,0.0284,,0.0332,,0.0206,,,,0.0894,,,0.0165,0.0237,,,0.0257,0.0241,0.025,,,,,,,,0.0267,,,,,,,,,,,,0.0441,,,0.0368,,,0.0073,0.0286,,,,,0.0212,,0.0134,,0.0426,,0.0237,0.0378,,,0.0064,0.0547,,0.0226,,,0.0152,,,,0.013,0.0407,,,,,0.0484,,,0.0582,,,,0.1138,,,,0.0269,0.0254,,,,,,,0.0103,,,,,0.0126,,,0.0137,,,0.0488,,,,0.0153,,,,,,,,,,,,,0.0082,,,,,,0.0385,,,,,0.0189,0.1217,0.0736,,0.0127,,,0.0262,,0.0286,,,0.0489,,,0.0579,,,,,0.0397,,,,,,,,0.0161,-0.09103897958993912,,0.0128,,0.0853,,,,0.0096,,,,,,,,,,,,,,
VIM,,,,,0.0148,0.0139,,0.0237,,,,,,0.0127,,,,0.0529,,,,,0.0592,,,,0.1178,0.0931,,0.0691,0.0498,,0.0095,,,,,0.0213,,0.0346,,,,,0.0999,0.0217,,0.0203,,,,,,,0.0228,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,0.156,,,0.0164,,,,,,,,,,,,,,,0.0303,,,-0.09710894525051117,,,,,,,,,,,,,,,,,0.0477,,0.0228,,,,,,,,,0.1499,,,,,,,,,,0.0146,,,,,0.0201,,,,,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,
